Strike,Type,OI,Volume
4890.0,Call,5.0,2.0
4680.0,Call,26.0,30.0
4720.0,Call,36.0,37.0
4610.0,Put,3.0,1.0
4695.0,Put,28.0,29.0
4710.0,Put,34.0,36.0
4565.0,Call,0.0,0.0
4715.0,Put,87.0,43.0
4770.0,Put,0.0,0.0
4860.0,Call,0.0,0.0
4915.0,Put,0.0,0.0
4895.0,Call,1.0,1.0
4595.0,Put,8.0,5.0
4595.0,Call,0.0,0.0
4865.0,Call,0.0,0.0
4780.0,Put,0.0,0.0
4810.0,Put,0.0,0.0
4905.0,Call,1.0,1.0
4870.0,Put,0.0,0.0
4715.0,Call,11.0,12.0
4525.0,Put,47.0,21.0
4625.0,Put,59.0,33.0
4575.0,Call,1.0,0.0
4550.0,Call,0.0,0.0
4900.0,Call,30.0,20.0
4725.0,Call,96.0,28.0
4900.0,Put,0.0,0.0
4500.0,Put,38.0,13.0
4675.0,Put,8.0,15.0
4575.0,Put,23.0,17.0
4775.0,Put,2.0,0.0
4875.0,Call,53.0,29.0
4925.0,Put,0.0,0.0
4650.0,Call,68.0,0.0
4675.0,Call,2.0,2.0
4850.0,Call,129.0,48.0
4650.0,Put,120.0,96.0
4925.0,Call,12.0,4.0
4725.0,Put,40.0,53.0
4550.0,Put,30.0,19.0
4750.0,Put,67.0,8.0
4600.0,Call,13.0,0.0
4525.0,Call,1.0,0.0
4500.0,Call,4.0,0.0
4700.0,Call,62.0,67.0
4800.0,Call,123.0,104.0
4825.0,Call,162.0,65.0
4875.0,Put,0.0,0.0
4660.0,Call,9.0,11.0
4580.0,Call,1.0,1.0
4570.0,Call,0.0,0.0
4485.0,Call,0.0,0.0
4530.0,Put,3.0,0.0
4590.0,Put,5.0,6.0
4585.0,Call,0.0,0.0
4600.0,Put,45.0,43.0
4705.0,Put,6.0,8.0
4605.0,Call,0.0,0.0
4655.0,Put,9.0,11.0
4615.0,Call,0.0,0.0
4825.0,Put,1.0,0.0
4475.0,Call,0.0,0.0
4530.0,Call,0.0,0.0
4535.0,Put,14.0,11.0
4535.0,Call,0.0,0.0
4785.0,Put,0.0,0.0
4790.0,Call,4.0,4.0
4800.0,Put,2.0,1.0
4795.0,Put,1.0,0.0
4750.0,Call,130.0,168.0
4705.0,Call,16.0,45.0
4790.0,Put,0.0,0.0
4670.0,Call,5.0,5.0
4555.0,Put,5.0,6.0
4545.0,Put,5.0,4.0
4545.0,Call,0.0,0.0
4775.0,Call,45.0,59.0
4845.0,Call,20.0,20.0
4785.0,Call,4.0,7.0
4585.0,Put,9.0,6.0
4490.0,Put,11.0,11.0
4485.0,Put,150.0,0.0
4835.0,Call,8.0,11.0
4700.0,Put,74.0,127.0
4560.0,Put,1.0,1.0
4720.0,Put,23.0,27.0
4670.0,Put,25.0,27.0
4690.0,Put,10.0,10.0
4690.0,Call,6.0,24.0
4935.0,Call,0.0,0.0
4515.0,Put,19.0,21.0
4480.0,Put,2.0,4.0
4755.0,Put,0.0,0.0
4850.0,Put,1.0,0.0
4885.0,Put,0.0,0.0
4880.0,Call,2.0,1.0
4870.0,Call,118.0,78.0
4665.0,Put,10.0,24.0
4680.0,Put,28.0,44.0
4930.0,Put,0.0,0.0
4625.0,Call,4.0,0.0
4560.0,Call,0.0,0.0
4645.0,Call,1.0,1.0
4805.0,Call,26.0,47.0
4805.0,Put,0.0,0.0
4795.0,Call,10.0,7.0
4920.0,Put,0.0,0.0
4740.0,Put,5.0,12.0
4735.0,Put,4.0,5.0
4480.0,Call,0.0,0.0
4580.0,Put,7.0,3.0
4635.0,Put,20.0,26.0
4635.0,Call,0.0,0.0
4730.0,Call,30.0,47.0
4735.0,Call,18.0,21.0
4745.0,Call,14.0,19.0
4745.0,Put,4.0,4.0
4780.0,Call,11.0,19.0
4815.0,Put,0.0,0.0
4815.0,Call,20.0,30.0
4830.0,Call,15.0,19.0
4840.0,Call,4.0,5.0
4855.0,Put,0.0,0.0
4885.0,Call,8.0,0.0
4920.0,Call,1.0,0.0
4475.0,Put,154.0,14.0
4640.0,Put,67.0,67.0
4640.0,Call,0.0,0.0
4880.0,Put,0.0,0.0
4905.0,Put,0.0,0.0
4565.0,Put,1.0,1.0
4570.0,Put,2.0,3.0
4495.0,Call,0.0,0.0
4495.0,Put,1.0,1.0
4490.0,Call,0.0,0.0
4940.0,Call,52.0,9.0
4935.0,Put,0.0,0.0
4810.0,Call,10.0,14.0
4685.0,Call,3.0,3.0
4695.0,Call,1.0,0.0
4685.0,Put,23.0,32.0
4655.0,Call,1.0,1.0
4620.0,Call,1.0,0.0
